Energy_group,coarse_node_id,region_id,material,scalar_flux,sigma,volume
6,1,15,na_coolant,1.8137294823257208,0.2340736060835759,0.06357660316419353
6,1,16,na_coolant,1.8134255843040843,0.22889452587984624,0.06357660316419353
6,1,17,na_coolant,1.8143556780750831,0.2315606621666471,0.06357660316419353
6,1,18,na_coolant,1.813270234529081,0.2293096680096695,0.06357660316419353
7,1,7,inner_fuel,1.7554956870836533,0.00536737857061973,0.10721319602777031
7,1,8,inner_fuel,1.7554518100789784,0.005411025225855513,0.10721319602777031
7,1,9,inner_fuel,1.7556575985199125,0.005415550574850422,0.10721319602777031
7,1,10,inner_fuel,1.7557475718723063,0.005437783475886642,0.10721319602777031
7,1,11,cladding,1.7666301358875283,0.010718835457065647,0.038243425442875525
7,1,12,cladding,1.7669515617032059,0.010718156565077915,0.038243425442875525
7,1,13,cladding,1.7661785124140845,0.01084556152213806,0.038243425442875525
7,1,14,cladding,1.7664729190570883,0.010810087679424946,0.038243425442875525
7,1,15,na_coolant,1.7668504819562196,0.02780375077013411,0.06357660316419353
7,1,16,na_coolant,1.7663488927815294,0.02754477166098301,0.06357660316419353
7,1,17,na_coolant,1.766906691933828,0.02744707737440404,0.06357660316419353
7,1,18,na_coolant,1.767963707969299,0.027871439480118446,0.06357660316419353
8,1,7,inner_fuel,0.1027958442326205,0.03081637082211992,0.10721319602777031
8,1,8,inner_fuel,0.10274176126401824,0.030634175452829232,0.10721319602777031
8,1,9,inner_fuel,0.10266988971470403,0.03089574850981035,0.10721319602777031
8,1,10,inner_fuel,0.10263731138379813,0.030877562085105597,0.10721319602777031
8,1,11,cladding,0.10384565196031652,0.06834201202767327,0.038243425442875525
8,1,12,cladding,0.10407743738871458,0.06747607062156838,0.038243425442875525
8,1,13,cladding,0.10386938894270079,0.06720673498318379,0.038243425442875525
8,1,14,cladding,0.10392583318309173,0.06831450195368324,0.038243425442875525
8,1,15,na_coolant,0.10400104040384707,1.3601952023900556,0.06357660316419353
8,1,16,na_coolant,0.1039053869332344,1.3980623245342094,0.06357660316419353
8,1,17,na_coolant,0.10394945166552721,1.3546605680090051,0.06357660316419353
8,1,18,na_coolant,0.10385118191873259,1.3807617792100242,0.06357660316419353
